1384304894899	-89.40766096114852	43.07113766670102	215.0	0.0
1384304895899	-89.40766096114852	43.07113766670102	215.0	0.0
1384304896899	-89.40766096114852	43.07113766670102	215.0	0.0
1384304897869	-89.40791845321395	43.07130932807797	218.0	0.0
1384304898876	-89.40791845321395	43.07130932807797	218.0	0.0
1384304899876	-89.40776824950912	43.07138442993039	215.0	0.0
1384304900869	-89.40787553786971	43.07088017463559	304.0	0.0
1384304901866	-89.40787553786971	43.07088017463559	304.0	0.0
1384304902898	-89.40787553786971	43.07088017463559	304.0	0.0
1384304904000	-89.40787553786971	43.07088017463559	304.0	0.0
1384304905000	-89.40787553786971	43.07088017463559	304.0	0.0
1384304906000	-89.40787553786971	43.07088017463559	304.0	0.0
1384304907000	-89.40787553786971	43.07088017463559	304.0	0.0
1384304908000	-89.40787553786971	43.07088017463559	304.0	0.0
1384304909000	-89.40787553786971	43.07088017463559	304.0	0.0
1384304910000	-89.40787553786971	43.07088017463559	304.0	0.0
1384304911000	-89.40787553786971	43.07088017463559	304.0	0.0
1384304912000	-89.40787553786971	43.07088017463559	304.0	0.0
1384304913000	-89.40787553786971	43.07088017463559	304.0	0.0
1384304914000	-89.40787553786971	43.07088017463559	304.0	0.0
1384304915000	-89.40787553786971	43.07088017463559	304.0	0.0
1384304916000	-89.40787553786971	43.07088017463559	304.0	0.0
1384304917000	-89.40776824950912	43.07090163230771	259.0	0.0
1384304918000	-89.40776824950912	43.07090163230771	259.0	0.0
1384304919000	-89.40776824950912	43.07090163230771	259.0	0.0
1384304920000	-89.40776824950912	43.07090163230771	259.0	0.0
1384304921000	-89.40776824950912	43.07090163230771	259.0	0.0
1384304922000	-89.40776824950912	43.07090163230771	259.0	0.0
1384304923000	-89.40776824950912	43.07090163230771	259.0	0.0
1384304924000	-89.40776824950912	43.07090163230771	259.0	0.0
1384304925000	-89.40776824950912	43.07090163230771	254.0	0.0
1384304926000	-89.40776824950912	43.07090163230771	252.0	0.0
1384304927000	-89.40776824950912	43.07090163230771	250.0	0.0
1384304928000	-89.40776824950912	43.07091236114377	247.0	0.0
1384304929000	-89.407746791837	43.07093381881589	247.0	0.0
1384304930000	-89.40772533416488	43.07095527648801	247.0	0.0
1384304931000	-89.40768241882064	43.070987462996186	247.0	0.0
1384304932000	-89.40766096114852	43.071008920668305	247.0	0.0
1384304933000	-89.40766096114852	43.071030378340424	247.0	0.0
1384304934000	-89.4076395034764	43.071041107176484	247.0	0.0
1384304935000	-89.4076395034764	43.0710625648486	247.0	0.0
1384304936000	-89.4076395034764	43.07108402252072	247.0	0.0
1384304937000	-89.40761804580428	43.07109475135678	247.0	0.0
1384304938000	-89.40761804580428	43.07110548019284	247.0	0.0
1384304939000	-89.40761804580428	43.0711162090289	247.0	0.0
1384304940000	-89.40761804580428	43.0711162090289	247.0	0.0
1384304941000	-89.40761804580428	43.07112693786496	247.0	0.0
1384304942000	-89.4076395034764	43.07112693786496	247.0	0.0
1384304943000	-89.4076395034764	43.07112693786496	247.0	0.0
1384304944000	-89.4076395034764	43.07113766670102	247.0	0.0
